date,home_team,away_team,home_score,away_score,result,competition
1981-02-07,Ireland,France,13,19,France,Five Nations Championship
1981-02-07,Scotland,Wales,15,6,Scotland,Five Nations Championship
1981-02-21,England,Scotland,23,17,England,Five Nations Championship
1981-02-21,Wales,Ireland,9,8,Wales,Five Nations Championship
1981-03-07,France,Wales,19,15,France,Five Nations Championship
1981-03-07,Ireland,England,6,10,England,Five Nations Championship
1981-03-21,England,France,12,16,France,Five Nations Championship
1981-03-21,Scotland,Ireland,10,9,Scotland,Five Nations Championship
1981-05-30,Argentina,England,19,19,Draw,England in Argentina
1981-05-30,South Africa,Ireland,23,15,South Africa,Ireland in South Africa
1981-06-06,Argentina,England,6,12,England,England in Argentina
1981-06-06,South Africa,Ireland,12,10,South Africa,Ireland in South Africa
1981-06-13,All Blacks,Scotland,11,4,All Blacks,Scotland in New Zealand
1981-06-20,All Blacks,Scotland,40,15,All Blacks,Scotland in New Zealand
1981-06-27,Fiji,Western Samoa,15,7,Fiji,Western Samoa in Fiji
1981-07-04,Fiji,Western Samoa,18,12,Fiji,Western Samoa in Fiji
1981-07-05,Australia,France,17,15,Australia,France in Australia
1981-07-11,Australia,France,24,14,Australia,France in Australia
1981-08-08,Tonga,Fiji,8,10,Fiji,Fiji in Tonga
1981-08-15,All Blacks,South Africa,14,9,All Blacks,South Africa in New Zealand & United States
1981-08-15,Tonga,Fiji,10,3,Tonga,Fiji in Tonga
1981-08-27,Tonga,Fiji,8,18,Fiji,Fiji in Tonga
1981-08-29,All Blacks,South Africa,12,24,South Africa,South Africa in New Zealand & United States
1981-09-12,All Blacks,South Africa,25,22,All Blacks,South Africa in New Zealand & United States
1981-09-25,United States,South Africa,7,38,South Africa,South Africa in New Zealand & United States
1981-09-26,Scotland,Romania,12,6,Scotland,Romania in Scotland
1981-10-24,Romania,All Blacks,6,14,All Blacks,All Blacks in Romania & France
1981-11-01,France,Romania,17,9,France,Romania in France
1981-11-14,France,All Blacks,9,13,All Blacks,All Blacks in Romania & France
1981-11-21,France,All Blacks,6,18,All Blacks,All Blacks in Romania & France
1981-11-21,Ireland,Australia,12,16,Australia,Australia in Europe (1981-82)
1981-12-05,Wales,Australia,18,13,Wales,Australia in Europe (1981-82)
1981-12-19,Scotland,Australia,24,15,Scotland,Australia in Europe (1981-82)
1982-01-02,England,Australia,15,11,England,Australia in Europe (1981-82)
1982-01-16,Scotland,England,9,9,Draw,Five Nations Championship
1982-01-23,Ireland,Wales,20,12,Ireland,Five Nations Championship
1982-02-06,England,Ireland,15,16,Ireland,Five Nations Championship
1982-02-06,Wales,France,22,12,Wales,Five Nations Championship
1982-02-20,France,England,15,27,England,Five Nations Championship
1982-02-20,Ireland,Scotland,21,12,Ireland,Five Nations Championship
1982-03-06,England,Wales,17,7,England,Five Nations Championship
1982-03-06,Scotland,France,16,7,Scotland,Five Nations Championship
1982-03-20,France,Ireland,22,9,France,Five Nations Championship
1982-03-20,Wales,Scotland,18,34,Scotland,Five Nations Championship
1982-03-27,South Africa,South America,50,18,South Africa,South America in South Africa
1982-04-03,South Africa,South America,12,21,South America,South America in South Africa
1982-06-02,Western Samoa,Fiji,6,6,Draw,Fiji in Western Samoa
1982-06-12,Western Samoa,Fiji,14,3,Western Samoa,Fiji in Western Samoa
1982-07-04,Australia,Scotland,7,12,Scotland,Scotland in Australia
1982-07-10,Australia,Scotland,33,9,Australia,Scotland in Australia
1982-08-14,All Blacks,Australia,23,16,All Blacks,Bledisloe Cup
1982-08-21,Fiji,Western Samoa,8,10,Western Samoa,Pacific Tri-Nations
1982-08-25,Tonga,Western Samoa,3,11,Western Samoa,Pacific Tri-Nations
1982-08-26,All Blacks,Australia,16,19,Australia,Bledisloe Cup
1982-08-28,Fiji,Tonga,37,4,Fiji,Pacific Tri-Nations
1982-09-11,All Blacks,Australia,33,18,All Blacks,Bledisloe Cup
1982-10-31,Romania,France,13,9,Romania,France in Romania
1982-11-14,France,Argentina,25,12,France,Argentina in France
1982-11-20,France,Argentina,13,6,France,Argentina in France
1983-01-15,England,France,15,19,France,Five Nations Championship
1983-01-15,Scotland,Ireland,13,15,Ireland,Five Nations Championship
1983-02-05,France,Scotland,19,15,France,Five Nations Championship
1983-02-05,Wales,England,13,13,Draw,Five Nations Championship
1983-02-19,Ireland,France,22,16,Ireland,Five Nations Championship
1983-02-19,Scotland,Wales,15,19,Wales,Five Nations Championship
1983-03-05,England,Scotland,12,22,Scotland,Five Nations Championship
1983-03-05,Wales,Ireland,23,9,Wales,Five Nations Championship
1983-03-19,France,Wales,16,9,France,Five Nations Championship
1983-03-19,Ireland,England,25,15,Ireland,Five Nations Championship
1983-06-04,All Blacks,British Lions,16,12,All Blacks,British Lions in New Zealand
1983-06-18,All Blacks,British Lions,9,0,All Blacks,British Lions in New Zealand
1983-06-18,Fiji,Tonga,13,8,Fiji,Pacific Tri-Nations
1983-06-22,Tonga,Western Samoa,15,6,Tonga,Pacific Tri-Nations
1983-06-25,Fiji,Western Samoa,0,6,Western Samoa,Pacific Tri-Nations
1983-07-02,All Blacks,British Lions,15,8,All Blacks,British Lions in New Zealand
1983-07-09,Australia,United States,49,3,Australia,United States in Australia
1983-07-16,All Blacks,British Lions,38,6,All Blacks,British Lions in New Zealand
1983-07-31,Australia,Argentina,3,18,Argentina,Argentina in Australia
1983-08-07,Australia,Argentina,29,13,Australia,Argentina in Australia
1983-08-20,Australia,All Blacks,8,18,All Blacks,Bledisloe Cup
1983-10-22,Italy,Australia,7,29,Australia,Australia in Europe
1983-11-12,Romania,Wales,24,6,Romania,Wales in Romania
1983-11-12,Scotland,All Blacks,25,25,Draw,All Blacks in United Kingdom
1983-11-13,France,Australia,15,15,Draw,Australia in Europe
1983-11-19,England,All Blacks,15,9,England,All Blacks in United Kingdom
1983-11-19,France,Australia,15,6,France,Australia in Europe
1983-12-04,France,Romania,26,15,France,Romania in France
1984-01-21,France,Ireland,25,12,France,Five Nations Championship
1984-01-21,Wales,Scotland,9,15,Scotland,Five Nations Championship
1984-02-04,Ireland,Wales,9,18,Wales,Five Nations Championship
1984-02-04,Scotland,England,18,6,Scotland,Five Nations Championship
1984-02-18,England,Ireland,12,9,England,Five Nations Championship
1984-02-18,Wales,France,16,21,France,Five Nations Championship
1984-03-03,France,England,32,18,France,Five Nations Championship
1984-03-03,Ireland,Scotland,9,32,Scotland,Five Nations Championship
1984-03-17,England,Wales,15,24,Wales,Five Nations Championship
1984-03-17,Scotland,France,21,12,Scotland,Five Nations Championship
1984-05-12,Romania,Scotland,28,22,Romania,Scotland in Romania
1984-05-30,Fiji,Western Samoa,17,10,Fiji,Pacific Tri-Nations
1984-06-02,South Africa,England,33,15,South Africa,England in South Africa
1984-06-09,Fiji,Australia,3,16,Australia,Australia in Fiji
1984-06-09,South Africa,England,35,9,South Africa,England in South Africa
1984-06-16,All Blacks,France,10,9,All Blacks,France in New Zealand
1984-06-23,All Blacks,France,31,18,All Blacks,France in New Zealand
1984-07-04,Western Samoa,Tonga,10,4,Western Samoa,Pacific Tri-Nations
1984-07-07,Fiji,Tonga,10,16,Tonga,Pacific Tri-Nations
1984-07-21,Australia,All Blacks,16,9,Australia,All Blacks in Australia
1984-07-21,Fiji,Tonga,22,6,Fiji,Tonga in Fiji
1984-08-04,Australia,All Blacks,15,19,All Blacks,All Blacks in Australia
1984-08-18,Australia,All Blacks,24,25,All Blacks,All Blacks in Australia
1984-10-20,South Africa,South America,32,15,South Africa,South America in South Africa
1984-10-27,Fiji,All Blacks,0,45,All Blacks,All Blacks in Fiji
1984-10-27,South Africa,South America,22,13,South Africa,South America in South Africa
1984-11-03,England,Australia,3,19,Australia,Australia in Europe
1984-11-10,Ireland,Australia,9,16,Australia,Australia in Europe
1984-11-10,Romania,France,3,18,France,France in Romania
1984-11-24,Wales,Australia,9,28,Australia,Australia in Europe
1984-12-08,Scotland,Australia,12,37,Australia,Australia in Europe
1985-01-05,England,Romania,22,15,England,Romania in England
1985-02-02,England,France,9,9,Draw,Five Nations Championship
1985-02-02,Scotland,Ireland,15,18,Ireland,Five Nations Championship
1985-02-16,France,Scotland,11,3,France,Five Nations Championship
1985-03-02,Ireland,France,15,15,Draw,Five Nations Championship
1985-03-02,Scotland,Wales,21,25,Wales,Five Nations Championship
1985-03-16,England,Scotland,10,7,England,Five Nations Championship
1985-03-16,Wales,Ireland,9,21,Ireland,Five Nations Championship
1985-03-30,France,Wales,14,3,France,Five Nations Championship
1985-03-30,Ireland,England,13,10,Ireland,Five Nations Championship
1985-04-20,Wales,England,24,15,Wales,Five Nations Championship
1985-06-01,All Blacks,England,18,13,All Blacks,England in New Zealand
1985-06-01,Western Samoa,Fiji,17,18,Fiji,Pacific Tri-Nations
1985-06-05,Tonga,Fiji,27,24,Tonga,Pacific Tri-Nations
1985-06-08,All Blacks,England,42,15,All Blacks,England in New Zealand
1985-06-08,Western Samoa,Tonga,11,3,Western Samoa,Pacific Tri-Nations
1985-06-15,Australia,Canada,59,3,Australia,Canada in Australia
1985-06-22,Argentina,France,24,16,Argentina,France in South America
1985-06-22,Western Samoa,Tonga,7,6,Western Samoa,Tonga in Western Samoa
1985-06-23,Australia,Canada,43,15,Australia,Canada in Australia
1985-06-29,All Blacks,Australia,10,9,All Blacks,Bledisloe Cup
1985-06-29,Argentina,France,15,23,France,France in South America
1985-08-10,Australia,Fiji,52,28,Australia,Fiji in Australia
1985-08-17,Australia,Fiji,31,9,Australia,Fiji in Australia
1985-09-17,Argentina,Uruguay,63,16,Argentina,South American Rugby Championship
1985-09-19,Paraguay,Uruguay,9,9,Draw,South American Rugby Championship
1985-09-21,Chile,Uruguay,3,10,Uruguay,South American Rugby Championship
1985-09-21,Paraguay,Argentina,3,102,Argentina,South American Rugby Championship
1985-10-19,Ireland XV,Fiji,16,15,Ireland XV,Fiji in UK & Ireland
1985-10-26,Argentina,All Blacks,20,33,All Blacks,All Blacks in Argentina
1985-11-02,Argentina,All Blacks,21,21,Draw,All Blacks in Argentina
1985-11-09,Wales,Fiji,40,3,Wales,Fiji in UK & Ireland
1986-01-18,England,Wales,21,18,England,Five Nations Championship
1986-01-18,Scotland,France,18,17,Scotland,Five Nations Championship
1986-02-01,France,Ireland,29,9,France,Five Nations Championship
1986-02-01,Wales,Scotland,22,15,Wales,Five Nations Championship
1986-02-15,Ireland,Wales,12,19,Wales,Five Nations Championship
1986-02-15,Scotland,England,33,6,Scotland,Five Nations Championship
1986-03-01,England,Ireland,25,20,England,Five Nations Championship
1986-03-01,Wales,France,15,23,France,Five Nations Championship
1986-03-15,France,England,29,10,France,Five Nations Championship
1986-03-15,Ireland,Scotland,9,10,Scotland,Five Nations Championship
1986-03-29,Romania,Scotland,18,33,Scotland,Scotland in Romania
1986-04-12,France,Romania,25,13,France,Romania in France
1986-04-16,British Lions,World XV,7,15,World XV,IRB Centenary Matches
1986-05-10,South Africa,New Zealand Cavaliers,21,15,South Africa,New Zealand Cavaliers in South Africa
1986-05-17,South Africa,New Zealand Cavaliers,18,19,New Zealand Cavaliers,New Zealand Cavaliers in South Africa
1986-05-24,South Africa,New Zealand Cavaliers,33,18,South Africa,New Zealand Cavaliers in South Africa
1986-05-31,Argentina,France,15,13,Argentina,"France in Argentina, Australia & New Zealand"
1986-05-31,Fiji,Wales,15,22,Wales,Wales in Pacific Islands
1986-05-31,South Africa,New Zealand Cavaliers,24,10,South Africa,New Zealand Cavaliers in South Africa
1986-06-01,Australia,Italy,39,18,Australia,Italy in Australia
1986-06-07,Argentina,France,9,22,France,"France in Argentina, Australia & New Zealand"
1986-06-12,Tonga,Wales,7,15,Wales,Wales in Pacific Islands
1986-06-14,Western Samoa,Wales,14,32,Wales,Wales in Pacific Islands
1986-06-21,Australia,France,27,14,Australia,"France in Argentina, Australia & New Zealand"
1986-06-28,All Blacks,France,18,9,All Blacks,"France in Argentina, Australia & New Zealand"
1986-06-28,Tonga,Fiji,13,6,Tonga,Pacific Tri-Nations
1986-07-02,Western Samoa,Fiji,9,29,Fiji,Pacific Tri-Nations
1986-07-05,Tonga,Western Samoa,31,15,Tonga,Pacific Tri-Nations
1986-07-06,Australia,Argentina,39,19,Australia,Argentina in Australia
1986-07-12,Australia,Argentina,26,0,Australia,Argentina in Australia
1986-07-20,Fiji,Tonga,16,3,Fiji,Tonga in Fiji
1986-08-09,All Blacks,Australia,12,13,Australia,Bledisloe Cup
1986-08-23,All Blacks,Australia,13,12,All Blacks,Bledisloe Cup
1986-09-06,All Blacks,Australia,9,22,Australia,Bledisloe Cup
1986-10-23,Romania,France,3,20,France,France in Romania
1986-11-01,Ireland,Romania,60,0,Ireland,Romania in Ireland
1986-11-08,France,All Blacks,7,19,All Blacks,All Blacks in France
1986-11-15,France,All Blacks,16,3,France,All Blacks in France
1987-02-07,France,Wales,16,9,France,Five Nations Championship
1987-02-07,Ireland,England,17,0,Ireland,Five Nations Championship
1987-02-21,England,France,15,19,France,Five Nations Championship
1987-02-21,Scotland,Ireland,16,12,Scotland,Five Nations Championship
1987-03-07,France,Scotland,28,22,France,Five Nations Championship
1987-03-07,Wales,England,19,12,Wales,Five Nations Championship
1987-03-21,Ireland,France,13,19,France,Five Nations Championship
1987-03-21,Scotland,Wales,21,15,Scotland,Five Nations Championship
1987-04-04,England,Scotland,21,12,England,Five Nations Championship
1987-04-04,Wales,Ireland,11,15,Ireland,Five Nations Championship
1987-05-17,Australia,South Korea,65,18,Australia,South Korea in Australia
1987-05-22,All Blacks,Italy,70,6,All Blacks,Rugby World Cup
1987-05-23,Australia,England,19,6,Australia,Rugby World Cup
1987-05-23,France,Scotland,20,20,Draw,Rugby World Cup
1987-05-23,Romania,Zimbabwe,21,20,Romania,Rugby World Cup
1987-05-24,Argentina,Fiji,9,28,Fiji,Rugby World Cup
1987-05-24,Canada,Tonga,37,4,Canada,Rugby World Cup
1987-05-24,Japan,United States,18,21,United States,Rugby World Cup
1987-05-25,Ireland,Wales,6,13,Wales,Rugby World Cup
1987-05-27,All Blacks,Fiji,74,13,All Blacks,Rugby World Cup
1987-05-28,Argentina,Italy,25,16,Argentina,Rugby World Cup
1987-05-28,France,Romania,55,12,France,Rugby World Cup
1987-05-29,Tonga,Wales,16,29,Wales,Rugby World Cup
1987-05-30,Canada,Ireland,19,46,Ireland,Rugby World Cup
1987-05-30,England,Japan,60,7,England,Rugby World Cup
1987-05-30,Scotland,Zimbabwe,60,21,Scotland,Rugby World Cup
1987-05-31,Australia,United States,47,12,Australia,Rugby World Cup
1987-05-31,Fiji,Italy,15,18,Italy,Rugby World Cup
1987-06-01,All Blacks,Argentina,46,15,All Blacks,Rugby World Cup
1987-06-02,France,Zimbabwe,70,12,France,Rugby World Cup
1987-06-02,Romania,Scotland,28,55,Scotland,Rugby World Cup
1987-06-03,Australia,Japan,42,23,Australia,Rugby World Cup
1987-06-03,Canada,Wales,9,40,Wales,Rugby World Cup
1987-06-03,England,United States,34,6,England,Rugby World Cup
1987-06-03,Ireland,Tonga,32,9,Ireland,Rugby World Cup
1987-06-06,All Blacks,Scotland,30,3,All Blacks,Rugby World Cup
1987-06-07,Australia,Ireland,33,15,Australia,Rugby World Cup
1987-06-07,Fiji,France,16,31,France,Rugby World Cup
1987-06-08,England,Wales,3,16,Wales,Rugby World Cup
1987-06-13,Australia,France,24,30,France,Rugby World Cup
1987-06-14,All Blacks,Wales,49,6,All Blacks,Rugby World Cup
1987-06-18,Australia,Wales,21,22,Wales,Rugby World Cup
1987-06-20,All Blacks,France,29,9,All Blacks,Rugby World Cup
1987-07-25,Australia,All Blacks,16,30,All Blacks,Bledisloe Cup
1987-08-02,Uruguay,Spain,8,16,Spain,Spain in South America
1987-08-17,Argentina,Spain,40,12,Argentina,Spain in South America
1987-08-22,Fiji,Western Samoa,37,14,Fiji,Pacific Tri-Nations
1987-08-28,Western Samoa,Tonga,7,4,Western Samoa,Pacific Tri-Nations
1987-08-29,Fiji,Tonga,32,9,Fiji,Pacific Tri-Nations
1987-09-27,Argentina,Uruguay,41,21,Argentina,South American Rugby Championship
1987-09-27,Chile,Paraguay,28,16,Chile,South American Rugby Championship
1987-09-30,Argentina,Paraguay,62,4,Argentina,South American Rugby Championship
