name,rating,games,last_historical_game
Choi Minsik,3112.99508710102,7,2001-09-14
Choi Munyong,3055.007085306114,9,2008-09-04
Choi Myeonghun,3316.439273353857,470,2025-11-06
Choi Myeongseon,3095.435378382321,2,1996-05-22
Choi Pyeonghwan,3092.9912916498233,12,2020-01-17
Choi Seopi,3015.404268804205,33,2025-11-20
Choi Seungcheol,3126.3015519815467,20,2025-05-09
Choi Sun,3101,1,1978-04-22
Choi Tongeun,3070.9825083042583,6,2004-11-15
Choi Ukkwan,3103.5147656912836,2,2005-02-21
Choi Usu,3105.3892115522253,5,2012-08-02
Choi Wongyong,3123.9658083917766,90,2025-08-12
Choi Wonjin,3146.554909770218,16,2024-03-25
Choi Youngchan,3049.2170425678073,23,2018-10-19
Choi Youngjin,3099,1,1972-12-10
Choi Youngton,3104.821044949814,1,1996-01-15
Choi Yunsang,3105.046818023798,4,2018-08-11
Choi Yunseok,3097.2598647059062,2,2001-11-30
Choltit Rattanasetyut,3101,1,2011-05-29
Chong Seungeun,3085.753447247913,1,2014-02-26
Choon Huat Lee,3092.508519010696,6,1989-05-26
Chotoku Tetsushi,3065.4603511240034,16,2022-03-31
Christer Lindstedt,3099.957292962333,4,1992-05-29
Christoph Gerlach,3059.2738063118013,9,2010-05-26
Christopher Rafferty,3096.625313627044,3,1998-06-05
Christopher Welsh,3096.7493950933035,2,2013-09-02
Chu Chunyu,3098.6101160861053,1,1998-12-06
Chu Fei,3082.7803516951494,13,2004-06-03
Chu Hyeonguk,3314.357635361016,45,2024-07-29
Chu Hyunu,3081.018345527761,8,2025-03-09
Chu Keer,2960.2383903693085,40,2025-12-29
Chu Tongweon,3098.6239719483174,1,1999-11-13
Chu Zheheng,3094.527823848209,1,2025-07-05
Chuan Gao,3097.4673575851275,1,2020-08-01
Chui Onn Cheong,3097.070833368272,3,1985-05-24
Chujo Chihiro,3018.62166772405,4,2025-10-20
Chun-Shan Shen,3099,1,1962-04-21
Chung Eui Suk,3095.4051528134364,2,1989-05-23
Ciaran Pearson,3098.3479157264424,2,2008-11-11
Club members 1,3101,1,1989-04-16
Club members 2,3099,1,1989-04-16
Colin Grierson,3084.922237682985,1,1999-06-08
Cornel Burzo,2996.9312527168104,51,2025-06-06
Cristian Pop,3005.517587733498,60,2017-06-15
Cristiano Garbarini,3097.154683975284,2,2009-05-29
Cristovao Neto,3103.4900742003297,2,2009-05-28
Csaba Mero,2991.837055595737,50,2024-05-20
Cui Bodong,3085.9229974478426,4,2013-03-31
Cui Can,3155.666095966724,49,2020-03-03
Cui Chao,3094.8829828576445,3,2017-07-18
Cui Jing,3079.7742949975486,1,2025-09-13
Cui Ning,3094.0169969164754,14,2022-09-27
Cui Qianjin,3122.016754159975,6,2002-01-18
Cui Xu,3089.8846215435515,2,2024-11-12
Cui Yunzhi,3096.6976830909994,4,1964-05-09
Curtis Tang,3091.060059718641,4,2013-09-04
D. Lee,3095.231656724542,1,1990-04-07
Dag Belsnes,3100.382932267132,4,1985-05-24
Dai Jiashen,2799.886576777896,82,2025-11-05
Dai Junfu,3096.473280240803,5,2016-06-07
Dai Jungfu,3099,1,2002-07-18
Dai Qigao,3078.4685493971388,36,2025-12-27
Dai Xuchen,3045.785591123996,2,2025-11-05
Dai Zhitian,3084.330166056636,11,2013-06-02
Daigo Hisakichi,3090.2653198115377,4,1941-11-09
Daito Kunio,3095.0720820119927,1,2023-08-21
Dang Xiyun,2947.55246382411,38,2023-10-20
Dang Yifei,3633.4832665280414,615,2025-12-29
Daniel Daehyuck Ko,3073.499380567082,10,2015-06-10
Daniel Gourdeau,3103.8342159565955,2,2024-05-20
Daniel Hu,3101.893298928356,4,2020-01-18
Daniel Lieberman,3099,1,1979-03-13
Daniela Saban,3096.665499845963,1,2008-10-05
Date Masaki,3098.5256648790523,2,2010-08-29
Date Toshio,3102.38,2,1980-10-12
David Bofinger,3092.649256058807,1,2025-06-06
David Chen,3093.457344510163,3,1997-02-15
David He,3076.409302334814,1,2023-06-22
David Ormerod,3090.170527241414,1,2010-05-27
David Pollitzer,3086.5381208727213,5,2016-06-08
David Schoffel,3101.553967759528,2,2000-06-22
David Ward,3111.8905985671076,1,2004-08-14
David Wei He,3094.8224940162595,3,2009-05-30
David Wu,3080.4276830914037,1,2008-10-04
Davide Bernardis,3100.0028782234185,2,2024-05-19
Davit Harutyunyan,3099.6245708481397,2,2009-05-28
Deguchi Mariko,2953.6043685211,20,2025-08-07
Demetris Regginos,3100.000410915057,4,2015-06-10
Deng Wei,3101.1708318063625,2,2019-01-10
Deng Xinyi,3098.0028782234185,2,2024-09-20
Deng Yilun,3080.2739062291794,1,2023-07-14
Deng Youjia,3071.8845526538635,6,2025-09-02
Denis Dobranis,3090.1983205075185,2,2023-06-03
Denis Feldmann,3101,1,1979-11-25
Denis Karadaban,3089.8158196205477,3,2024-05-20
Des Cann,3069.3397102136187,6,2015-06-09
Diana Koszegi,3001.1509448687607,10,2004-09-05
Diego Albuja Ortiz,3099,1,2006-05-28
Diego Rodriguez,3097.496867243094,1,2015-06-08
Diego Ruiz,3097.8290423528047,1,2006-05-30
Dimas Chacon,3100.755202857947,2,2009-05-29
Dina Burdakova,3000.386339998417,7,2022-07-30
Ding Bo,2997.382263213018,30,1999-04-30
Ding Hao,3733.3544706900375,436,2025-12-26
Ding Kewen,3158.1005010921012,61,2025-12-31
Ding Lie,3232.1386751131554,65,2024-10-11
Ding Ming,3100.0064906014113,2,1996-07-15
Ding Mingjun,2947.792682171976,27,2025-09-17
Ding Shaojie,2819.6723117740335,56,2025-04-21
Ding Shixiong,3274.8983646766355,134,2024-10-12
Ding Shunjie,3089.725142697135,3,2023-03-29
Ding Wei,3290.4425880042786,480,2018-07-27
Ding Wenqin,3078.7818020411496,1,2025-03-18
Ding Xiaojie,3095.12570007646,1,2018-01-25
Dix Sandbeck,3087.2514427521364,3,1983-02-18
Djap Woei Haw,3099,1,1995-05-23
Dmitrij Surin,3064.212948238315,2,2005-07-08
Dmitriy Jacenko,3103.030640721977,1,1997-12-13
Dmitriy Surin,3074.790114449405,9,2014-07-09
Dmitry Surin,3103.6483237256925,7,2016-06-08
Dmytro Bogatskiy,3076.9827105378176,17,2013-12-20
Dmytro Yatsenko,3099.9769027762886,7,2024-05-19
Doi Makoto,3074.7144884118743,20,2019-03-14
Dominik Mueller,3103.132748776331,2,2009-05-28
Dominique Cornuejols,3099,1,1986-05-26
Dong Keyu,3095.6299834909346,3,1998-01-01
Dong Kun,3090.3172151391345,3,2022-11-21
Dong Ming,3018.000442778105,18,2015-06-03
Dong Tianyi,3033.9452784951222,12,2020-11-24
Dong Xinyi,3076.677983654197,1,2024-10-20
Dong Yan,3241.198731820235,225,2017-07-20
Dong Yinkui,3103.7965121069533,7,2009-11-17
Dong Yipei,3099.527770077242,1,2007-07-11
Dong Yongtong,3102.8095863913372,1,2008-02-03
Dong Youtang,2998.984434555125,14,2025-05-08
Dowaki Kenji,3074.3311497433606,3,1987-10-19
Dragos Bajenaru,3085.903965502385,7,2006-08-04
Drazen Odobasic,3099,1,2015-06-07
Du Anshu,3095.313357511233,1,2012-04-16
Du Jingyu,3077.4779046228277,11,2018-01-14
Du Tianrui,3094.5512434499847,5,2025-12-14
Du Weixin,3097.046687465428,2,1994-01-18
Du Xuewen,3096.1382364392816,1,2013-04-10
Du Yang,3148.1741219399596,3,2015-06-04
Du Yufeng,3055.4814814182296,10,2003-04-09
Duan Boyao,3344.114026457553,40,2025-12-27
Duan Rong,3009.493059815734,143,2025-06-27
Duc Anh Pham,3074.394993061633,1,2024-05-20
Dusan Mitic,3117.989383815073,14,2024-05-20
Edgar Escobar Thompson,3099,1,2006-05-28
Edgardo Caceres Estrada,3095.5102861423265,5,2009-05-28
Eduard Ekart,3102.364065175037,4,1982-03-20
Eduardo Lopez Herrero,3085.9241810601434,11,2008-04-12
Edward Kim,3105.8170821463964,1,2006-02-04
Edward Lasker,3099,1,1935-07-01
Egbert Rittner,3101.8374702812503,11,1998-06-05
Egeta Eiho,3091.467464523223,3,1920-03-28
Egeta Senjiro,3101,1,1910-03-26
Egi Issaku,3101,1,1929-03-01
Eguchi Etsuko,3097.457131046951,1,1997-11-11
Eitan Aharoni,3097.1867236737794,2,2009-05-30
Ejiri Toshiaki,3072.210332204728,3,2025-09-08
Elchin Hasanxan Aliyev,3068.5040608201743,4,2016-06-08
Elvina Kalsberg,3092.543604598632,3,2018-04-26
Emanuel Lasker,3101,1,1930-03-18
Emil Bustamante,3083.0449458963694,5,2009-05-30
Emil Garcia,3086.869486623664,7,2016-06-08
Emil Nijhuis,3049.8016029210203,10,2006-05-31
Emil Sergiu Irimie,3094.000936263176,5,1988-05-20
Emoto Yasuo,3099,1,1990-10-02
Emre Polat,3084.800439654269,6,2016-06-08
Emura Kiko,3038.6870860391514,21,2018-09-16
Emura Naohiro,3097.058430136005,1,2004-08-06
Emura Yoko,3097.6185124901112,2,1979-10-07
En-Ru Li,3099,1,2015-06-07
Enda Hideki,3067.0386821284856,45,2017-02-13
Enda Yoichi,3099.0692571416835,6,2009-03-02
Endo Keiko,3090.1652382426905,6,1988-03-30
Endo Kikuo,3101.3513827792294,5,1989-07-09
Endo Kiyoharu,3101,1,2000-08-01
Endo Mitsuru,3098.2203124616103,1,1986-03-26
Endo Soichiro,3101,1,2021-12-19
Endo Takahiro,3116.222892843449,24,2023-06-28
Endo Yoshifumi,2997.228454099185,27,2021-07-22
Endo Yoshihisa,3101,1,1973-04-01
Enomoto Senji,3098.616028051683,1,1988-06-01
Enomoto Yoshihiko,3099,1,2009-08-06
Enzo Burlini,3097.261912323984,4,1992-05-30
Eran Ben Artzi,3099,1,2009-04-19
Eric Lui,3031.7709849402745,17,2019-05-16
Eric Omar Pacheco Cadiz,3099,1,2008-11-09
Eric Puyt,3101,1,1985-05-23
Ernestas Romeika,3099,1,2015-06-07
Ernst Novak,3101,1,1982-03-20
Ernur Emilev,3096.7103134976596,1,2024-05-19
Esaki Masanori,3099.9971217765815,2,1987-05-19
Etugen Bayarjargal,3101,1,2024-05-21
Evan Lin,3093.2758742385827,1,2020-08-01
Ezura Yuichi,3052.02420440249,14,2018-02-08
Ezura Yuji,3099.625837041376,4,1980-10-12
Faishal Umar Fitrah,3101,1,2019-06-04
Fan Bingxu,3094.5190384079233,1,2017-11-01
Fan Hui,3124.990958335182,31,2015-08-02
Fan Jisen,3099,1,1995-01-12
Fan Jun,3099,1,2011-05-29
Fan Meilin,3095.13038620292,2,2023-11-21
Fan Tinguo,3094.1860561451117,1,2019-12-03
Fan Tingyu,3568.72981222624,719,2025-12-09
Fan Weijing,3054.075091741199,76,2025-03-22
Fan Weijng,3091.5639935173126,1,2022-08-16
Fan Xiyu,3085.9484778747424,4,2022-12-01
Fan Yangbo,2943.871690607944,21,2019-09-01
Fan Yin,3488.0342071122845,286,2025-12-16
Fan Yunruo,3551.4254190638253,344,2020-06-03
Fang Fang,3099.9971217765815,2,1987-07-21
Fang Fei,3112.505760464864,1,2001-07-13
Fang Hao,3090.4069872212303,11,2013-09-27
Fang Jie,3070.585966419761,168,2025-04-01
Fang Ruoxi,3205.6269987836536,179,2025-12-16
Fang Tianfeng,3024.0191829422083,137,2025-09-09
Farid Ben Malek,3096.842071178289,7,2006-05-30
Fatih Sulak,3103.846819301381,2,2009-05-30
Felix Dueball,3120.0128564709566,4,1936-10-01
Felix von Arnim,3080.992881954033,2,2005-05-15
Feng Bo,3111.6112530417913,4,1998-01-07
Feng Hao,3134.0536431503156,2,2022-11-24
Feng Kui,3101.1898162647776,5,1994-11-19
Feng Wei,3164.503052193982,72,2011-06-22
Feng Yanlin,3096.285824942746,2,2004-08-21
Feng Yi,3095.0105484449773,4,2019-01-11
Feng Yong,3083.117063120682,1,1997-01-13
Feng Yun,3042.9914066003134,206,2023-06-09
Feng Yunjia,3032.24245712672,55,2025-12-12
Fengsheng Jingyue,3069.7481852150377,3,2024-05-31
Fernando Aguilar,3004.29433916898,40,2012-12-13
Fernando Manrique Ochoa,3101.3760280516826,1,2006-05-30
Filippo Gorlero,3106.415508971784,4,2016-06-08
Fouad Tehhani,3099.013393553738,3,2009-05-30
Francesca Mauri,3097.3463944461528,1,2010-05-26
Francis Meyer,2991.3739305708477,14,2025-06-18
Francis Roads,3087.601008898123,2,2014-07-06
Francisco Pereira,3097.2352257247576,2,2013-09-04
Frank Hansen,3095.551823501946,7,1988-05-20
Frank Janssen,3047.157876353784,20,2005-05-28
Franklin Bassarsky,3098.944919085987,5,1988-05-20
Franz Huttler,3102.938072309148,5,1998-06-04
Franz-Josef Dickhut,3050.292394073422,11,2013-09-04
Frederic Donzet,3078.9047956788904,6,2008-11-11
Fredrik Blomback,3078.8658880855996,3,2014-07-08
Fredrik Dahl,3087.8293443602465,5,2013-09-04
Fu Binfang,3046.544261491805,9,1998-09-22
Fu Jianheng,3339.9563403161687,72,2025-11-27
Fu Jong,3250.5863041313787,132,2019-03-23
Fu Kang Chang,3080.5333032368676,8,2016-06-07
Fu Kobai,3112.5076975994953,6,2001-11-16
Fu Li,3103.4202430424957,46,2019-01-05
Fu Yu,3163.1525049900893,3,2025-10-21
Fu-Yuan Song,3099,1,1969-01-01
Fuchino Atsushi,3106.3686162163926,10,1995-10-01
Fuchino Kiyoshi,3100.6320907466225,3,1990-07-08
Fueno Tomoyasoo,3087.7373005537133,2,1989-09-19
Fujii Akikazu,3101.6723593560178,6,1986-10-20
Fujii Hiroki,3101,1,1989-08-01
Fujii Hiroshi,3097.4718410971896,1,1961-05-01
Fujii Kazuyoshi,3101,1,1987-09-01
Fujii Kengo,3099,1,1993-07-01
Fujii Koki,3037.89869640128,22,2025-10-02
Fujii Naoki,3089.8834281091845,2,2023-08-21
Fujii Shuya,3143.5560282731813,119,2025-12-24
Fujii Susao,3099,1,2002-08-01
Fujii Yoko,3095.3396237426787,6,1994-11-19
Fujii Yoshio,3101,1,1994-07-01
Fujiki Hitomi,3069.445616836862,10,1991-02-06
Fujimoto Hajime,3101,1,2001-11-01
Fujimoto Hiroki,3098.614502948844,1,2004-12-01
Fujimoto Hiroyuki,3099.9971217765815,2,2000-03-01
Fujimoto Kota,3101,1,1995-11-01
Fujimoto Masakata,3100.38,2,1979-10-07
Fujimoto Teruhisa,3101,1,1993-09-01
Fujimoto Toshio,3101,1,1992-02-01
Fujimoto Yuki,3103.6009691673157,1,2004-10-01
Fujimura Hirosuke,3101,1,2006-02-26
Fujimura Shoji,3099.80339783277,1,2008-12-13
Fujimura Shozo,3099,1,1987-06-01
Fujimura Yoshikatsoo,3036.408697194571,16,1934-11-21
Fujimura Yosuke,3159.762032510689,48,2023-06-29
Fujinaga Takashi,3093.4119782090374,8,2004-10-01
Fujioka Mariko,3099,1,2006-07-27
Fujisaki Tomoko,3099,1,1988-08-02
Fujisawa Hideichi,3101.385497051156,1,2007-07-30
Fujisawa Hidekazu,3099.9971217765815,2,2006-07-31
Fujisawa Hideyuki,3137.5029855028356,872,2006-06-04
Fujisawa Hosai,3169.3124953196707,351,1990-02-01
Fujisawa Kazunari,3047.166566387635,35,2025-09-15
Fujisawa Kuranosuke,3275.5580443968743,183,1956-11-01
Fujisawa Rina,3281.6029985843943,634,2025-12-25
Fujisawa Rishu,3088.333593757754,6,2023-04-05
Fujisawa Tamotsoo,3169.5079693557936,33,1944-01-01
Fujita Akihiko,3313.8534191168296,241,2025-12-18
Fujita Akihiro,3091.0533386384286,1,2022-08-22
Fujita Goro,3097.228440857976,1,1941-11-02
Fujita Keichiro,3082.815943606783,1,2022-03-29
Fujita Keiichiro,3095.976946782832,2,2022-03-29
Fujita Kiyoshi,3097.2450802532744,2,1980-10-12
Fujita Kosae,3101.383971948317,1,2008-08-11
Fujita Masao,3099,1,1994-06-01
Fujita Misae,3101,1,2007-07-26
Fujita Reo,2937.562190980497,52,2025-11-26
Fujita Ryuichi,3099,1,1961-11-03
Fujita Shizuko,3101,1,1982-11-22
Fujita Tetsuo,3100.3830065284224,2,1988-03-01
Fujita Toyojiro,2947.872806443372,81,1947-01-01
Fujita Tsukasa,3101,1,1991-12-22
Fujiwara Akiko,3087.704569438701,6,2020-12-20
Fujiwara Katsuya,3092.609748332618,8,2025-07-16
Fujiwara Kazuo,3102.7549197467256,2,1979-10-07
Fujiwara Keiko,3099,1,1978-08-02
Fujiwara Kiyoshi,3099,1,1989-08-01
Fujiwara Kotoji,3097.0175588102807,1,1921-04-01
Fujiwara Taiji,3099,1,2011-08-01
Fukabori Masao,3090.424576389671,1,1996-11-11
Fukasaka Kazeko,3101.3760280516826,1,2006-07-27
Fukase Sumio,3093.9948147861346,1,1967-01-01
Fukazawa Takayuki,3098.0028782234185,2,1993-07-28
Fukuda Keiko,3101.0037558034965,5,1993-08-20
Fukuda Masayoshi,3023.661303073463,213,1968-02-08
Fukuda Satoyuki,3099,1,1981-08-01
Fukuda Tsuyoshi,3101,1,1994-08-01
Fukuda Yasuo,3118.993610834398,1,1944-12-07
Fukuda Yoshiko,3101.9971217765815,2,1993-03-10
Fukuhara Kanzaemon,3078.024474415228,1,2024-09-09
Fukuhara Yoshitora,3017.5559326337143,28,1968-02-08
Fukui Masaaki,2978.961585631472,54,2019-03-21
Fukui Seiichi,3091.9358674227374,1,1964-08-10
Fukui Susumu,3054.9466402564835,21,2006-01-09
Fukuoka Akihide,3101.9971217765815,2,1979-10-07
Fukuoka Kotaro,3422.8975392615935,184,2025-12-24
Fukuoka Kyuzo,3099,1,1982-10-02
Fukuoka Osamu,3101,1,1993-10-10
Fukuoka Sekitaro,3135.4496041225934,1,2021-10-30
Fukuoka Shuji,3103.734687008154,5,1989-05-03
Fukushima Takio,3099,1,1970-01-01
Fumio Sakajiri,3099.6120561691737,2,2009-05-29
Funabashi Shunsuke,3098.6239719483174,1,1996-08-07
Furukawa Hajime,3086.3702478099144,1,2003-01-27
Furumoto Tomio,3100.0028782234185,2,1979-10-07
Furusawa Dosan,3099.745288280975,3,1925-03-18
Furusawa Jusaburo,3094.590623625993,1,1909-02-27
Furusho Katsuko,3034.900827760863,17,2018-02-15
Furuta Naoyoshi,3060.9981931883585,8,2020-02-10
Furuta Suguru,3098.61453450118,1,1988-07-01
Furuta Yukiharu,3101.388369739723,1,1983-02-28
Furuya Kaname,3098.593628917593,1,1935-01-01
Furuya Masao,3050.6591411107697,11,2014-08-21
Furuya Okisaburo,3084.5881860164677,7,1912-09-01
Furuya Shokei,3101.7714523888944,1,2001-12-01
Furuya Yoshiaki,3099,1,1993-09-01
Furuya Yutaka,3039.782370168845,116,2025-11-05
Futagawa Tadashi,3101,1,1979-01-01
Gabriel Branco,3098.612760161044,1,1998-06-04
Gabriel Hissao Makio,3084.0874462112088,6,2016-06-08
Gabriel Makio,3101,1,2016-06-07
Gaku Yuzuru,3089.391962658647,2,2004-07-27
Gan Siyang,3186.792696571048,66,2025-09-17
Gansheng Shi,3099,1,2009-04-19
Gao Feng,3115.2280727449775,3,1995-03-06
Gao Hu,3081.369008011982,1,2019-11-01
Gao Kan,3084.5932681674576,5,2025-12-14
Gao Ruohuan,3000.0542312748776,14,2023-12-18
Gao Tianliang,3087.2392481539305,3,2017-07-21
Gao Xing,3167.8095784463244,226,2025-12-11
Gao Xing + Yi-Tianrang,3097.8690022165056,3,2018-10-12
Gao Yedong,3099,1,1996-01-25
Gao Yidian,3088.11113614364,1,2018-05-17
Gao Yongmei,3101.3760280516826,1,2008-03-26
Gao Youtong,3066.172622423501,5,2020-03-27
Gao Yu,3110.477513520632,4,2018-09-25
Gao Yun,2990.00574539353,41,2025-04-21
Garcia Bustamente,3101.659970674968,1,2010-05-26
Ge Fanfan,3120.569454552255,5,2013-05-28
Ge Yongfei,3076.5990004620608,18,2014-07-08
Ge Yuhong,3083.284006325044,1,2019-11-01
Geert Groenen,3081.757524927706,3,2003-05-31
Geng Wenbin,3084.7398135763665,3,2010-06-13
Georgi Nilov,3101,1,1992-10-20
Gerald Westhoff,3092.9199597744437,2,1997-06-12
Gert Schnider,3083.936875171397,1,2002-06-05
Geum Jiwoo,3268.113963845249,50,2025-09-02
Giacomo Baizini,3100.5601781834257,3,1998-06-05
Gilles Zemor,3101.5235354423417,4,1988-05-20
Gilles van Eeden,3104.267498460574,5,2024-05-20
Gima Masatada,3089.7042111863316,1,1939-11-24
Gin-hor Chan,3097.62,2,1983-02-18
Go Genius,3099,1,2019-04-27
Go Seigen,3271.4238344458463,565,1989-01-17
Goda Teruo,3101,1,1999-08-01
Gong Shiyun,3081.2297766348806,10,2002-07-15
Gong Tao,3105.487223192232,2,1989-04-01
Gong Yanyu,3149.695878933497,16,2019-06-21
Goto Akira,3099,1,2005-08-18
Goto Bungo,3100.537811315573,3,1989-08-22
Goto Hajimu,3058.974450936193,14,2025-08-13
Goto Haruhiko,3098.238181615891,1,2008-08-11
Goto Mana,3063.492325443313,9,2023-01-23
Goto Masaharu,3101.9453450066835,4,1962-11-04
Goto Nahoko,3099,1,2000-09-10
Goto Naohiro,3101.982764008593,4,1980-10-12
Goto Shungo,3065.485288202692,153,2022-09-12
Goto Takashi,3097.500010384613,1,1980-10-12
Gou Yubang,3069.704446854411,11,2017-03-13
Graeme Parmenter,3095.768070452265,4,1980-03-27
Gregor Butala,3087.6927914099856,9,2024-05-19
Gregory Solganik,3098.573070291502,1,2002-06-03
Grigorij Fionin,3089.4240021527944,2,2016-04-22
Gu Kuishang,3108.745257375483,2,1998-12-06
Gu Li,3379.0336278429177,1102,2025-10-26
Gu Lingyi,3331.0933602186046,556,2025-07-01
Gu Ping,3095.1747754018843,3,1996-07-14
Gu Ruize,3147.8336258343397,4,2022-11-21
Gu Shuiru,3084.219441924815,6,1942-10-11
Gu Shuyun,3099,1,1987-07-30
Gu Wanli,3083.5687547351445,1,2021-09-27
Gu Wanshan,2995.1707554780596,19,2022-11-21
Gu Xian,3124.408855308917,2,2001-09-19
Gu Zihao,3514.5834739704137,525,2025-12-17
Guan Xin,3126.8621338430394,1,2017-04-17
Guan Yixin,3095.914268069014,3,1992-07-09
Gui Shiyun,3029.4741064753534,12,2025-12-12
Gui Wenbo,3078.942226301798,18,2019-02-27
Gun-ho Joi,3099,1,1983-02-18
Gunnar von Arnold,3100.338217602041,2,1985-05-24
Guo Beiya,3082.2826307672017,6,2010-03-25
Guo Chunlin,3083.1744870796647,7,1989-09-14
Guo Juan,3014.2408339570065,73,2018-04-27
Guo Jun,3087.9860216495695,1,2012-10-18
Guo Mingxin,3083.8432626063795,2,2003-12-08
Guo Tisheng,3102.845136557452,21,1962-12-07
Guo Wenchao,3250.369640904124,103,2025-06-26
Guo Xinyi,3094.930658632544,21,2022-01-16
Guo Xujoo,3095.8747595650475,3,1962-07-09
Guo Yiming,3080.7482329328323,6,2013-12-21
Guo Yuzheng,3355.654823263198,86,2022-11-16
Guo Ziyi,3100.518754716737,2,2025-09-15
Guthrie Price,3098.601898069353,1,2006-08-16
Ha Chanseok,3045.548304543001,222,2006-05-26
Ha Hocheong,3028.438103540879,19,2022-10-25
Ha Kyeongyeong,3096.051922174726,1,2025-11-09
Ha Seong,3102.132991484269,1,2004-10-10
Ha Seongbong,3231.2972253121206,45,2012-07-29
Ha Seongsoo,3101,1,1993-06-13
Ha Yeongil,3184.3540942911222,117,2025-11-13
Habu Koichiro,3088.7466581130916,2,2015-06-09
Hagiwara Mutsumi,3053.7555332281772,9,2013-02-14
Hagiya Kazuhiro,3058.6023475883644,17,2018-08-30
Hagiya Yayoi,3099,1,1991-10-14
Hahn Sang Dae,3090.463778629844,12,2014-07-06
Hai Yanan,3098.6239719483174,1,1997-09-05
Hai-chow Chen,3114.0164061762084,6,1981-03-14
Haidar Alimin,3101,1,2024-05-21
Ham Yeongu,3120.7045959463776,10,2011-03-02
Hamagura Seiji,3099.62,2,1979-10-07
Hamajima Hisayoshi,3099.229321336283,4,1961-11-19
Hamakado Hibiki,3077.141605475487,2,2025-12-21
Hamanaka Takamitsoo,3064.828095876168,9,2010-02-15
Hamanaki Matsuo,3101.7721170922514,1,2010-03-19
Hamanishi Yasuro,3103.2364111701004,1,2004-05-01
Hamaya Hideo,3096.4989324717676,4,1980-10-12
Hamazaki Kimisuke,3094.672238383101,1,2013-02-18
Han Cheol,3099,1,1994-01-05
Han Cheolkyun,2936.932137998016,21,2017-10-10
Han Chongjin,3315.735880348711,109,2025-09-14
Han Enyi,3132.5733039655556,6,2025-02-13
Han Gang,3052.624685482869,4,1997-04-22
Han Haeweon,3027.598644206258,10,2012-02-23
Han Han,3300.8867917857788,60,2018-06-28
Han Hokyu,3098.617430184096,1,2000-08-24
Han Jinshi,3087.238579784298,1,2025-10-11
Han Jooyoung,3131.9075007566935,15,2025-07-27
Han Keonseok,3098.1815006330175,5,1980-03-29
Han Konyu,3076.3570423374445,5,2010-02-15
Han Leedeok,3096.9672732319573,1,2003-11-29
Han Moyang,3159.645911409699,25,2025-11-24
Han Munteok,3088.4057761216436,15,2005-11-06
Han Qiyu,3142.6865751317578,22,1999-01-19
Han Sanghoon,3285.931022897071,248,2025-04-27
Han Sangjo,3337.11714153241,78,2025-12-07
Han Sangkweon,3101,1,1995-10-29
Han Sangsoo,3103.056560516984,3,1994-04-01
Han Sangyeol,3037.882012760639,9,2003-05-28
Han Seungjoo,3389.4439155992213,230,2025-12-27
Han Taehee,3364.7423880991623,160,2025-12-19
Han Wonggyu,3281.7586839245027,146,2025-07-27
Han Woojin,3467.5324566501004,163,2025-10-06
Han Xun,3096.8276495826167,2,2003-09-24
Han Ye,3091.6364224376475,19,2004-04-04
Han Yizhou,3366.0804283386615,246,2025-06-11
Han Zenki,3202.388597979651,180,2025-08-18
Han Zhuoran,3067.4131334867575,10,2024-07-18
Hanamaki Matsuo,3092.9376204178193,2,2010-02-15
Hanamaki Misho,3106.733741037114,2,2008-11-16
Hanaoka Hiroshi,3099,1,1997-10-28
Hanashiro Jun,3096.3735859863104,1,1994-07-27
Hanatate Masaaki,3101,1,1960-09-07
Hanawa Yasutoki,3098.6239719483174,1,1977-12-07
Hanazawa Satoshi,3103.151281240234,1,1982-02-13
Handa Dogen,3249.2639638713867,151,1974-03-06
Handa Hayami,3201.5083185477083,22,1952-11-19
Hane Ayaka,2951.946091415608,22,2025-03-22
Hane Naoki,3280.282489759945,1062,2025-09-08
Hane Saika,3099,1,2014-07-28
Hane Shigeko,3099.1216619335137,2,2000-11-13
